,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
311,H. R. 8205,Blunt Rochester,Democratic,Delaware,Nay,https://clerk.house.gov/Members/B001303,Lisa Blunt Rochester, (202) 225-4165
312,H. R. 8205,Blunt Rochester,Democratic,Delaware,Yea,https://clerk.house.gov/Members/B001303,Lisa Blunt Rochester, (202) 225-4165
3942,H. R. 8205,Tlaib,Democratic,Michigan,Not Voting,https://clerk.house.gov/Members/T000481,Rashida Tlaib, (202) 225-5126
3941,H. R. 8205,Tlaib,Democratic,Michigan,Not Voting,https://clerk.house.gov/Members/T000481,Rashida Tlaib, (202) 225-5126
321,H. R. 8205,Boebert,Republican,Colorado,Yea,https://clerk.house.gov/Members/B000825,Lauren Boebert, (202) 225-4761
3932,H. R. 8205,Titus,Democratic,Nevada,Yea,https://clerk.house.gov/Members/T000468,Dina Titus, (202) 225-5965
322,H. R. 8205,Boebert,Republican,Colorado,Nay,https://clerk.house.gov/Members/B000825,Lauren Boebert, (202) 225-4761
4092,H. R. 8205,Veasey,Democratic,Texas,Yea,https://clerk.house.gov/Members/V000131,Marc A. Veasey, (202) 225-9897
182,H. R. 8205,Barragán,Democratic,California,Yea,https://clerk.house.gov/Members/B001300,Nanette Diaz Barragán, (202) 225-8220
181,H. R. 8205,Barragán,Democratic,California,Nay,https://clerk.house.gov/Members/B001300,Nanette Diaz Barragán, (202) 225-8220
4261,H. R. 8205,Wilson (FL),Democratic,Florida,Nay,https://clerk.house.gov/Members/W000808,Frederica S. Wilson, (202) 225-4506
51,H. R. 8205,Allred,Democratic,Texas,Yea,https://clerk.house.gov/Members/A000376,Colin Z. Allred, (202) 225-2231
52,H. R. 8205,Allred,Democratic,Texas,Yea,https://clerk.house.gov/Members/A000376,Colin Z. Allred, (202) 225-2231
4252,H. R. 8205,Williams (TX),Republican,Texas,Nay,https://clerk.house.gov/Members/W000816,Roger Williams, (202) 225-9896
4251,H. R. 8205,Williams (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/W000816,Roger Williams, (202) 225-9896
61,H. R. 8205,Amo,Democratic,Rhode Island,Nay,https://clerk.house.gov/Members/A000380,Gabe Amo, (202) 225-4911
62,H. R. 8205,Amo,Democratic,Rhode Island,Yea,https://clerk.house.gov/Members/A000380,Gabe Amo, (202) 225-4911
4242,H. R. 8205,Williams (NY),Republican,New York,Nay,https://clerk.house.gov/Members/W000828,Brandon Williams, (202) 225-3701
4241,H. R. 8205,Williams (NY),Republican,New York,Yea,https://clerk.house.gov/Members/W000828,Brandon Williams, (202) 225-3701
71,H. R. 8205,Amodei,Republican,Nevada,Yea,https://clerk.house.gov/Members/A000369,Mark E. Amodei, (202) 225-6155
4232,H. R. 8205,Williams (GA),Democratic,Georgia,Yea,https://clerk.house.gov/Members/W000788,Nikema Williams, (202) 225-3801
4231,H. R. 8205,Williams (GA),Democratic,Georgia,Nay,https://clerk.house.gov/Members/W000788,Nikema Williams, (202) 225-3801
72,H. R. 8205,Amodei,Republican,Nevada,Nay,https://clerk.house.gov/Members/A000369,Mark E. Amodei, (202) 225-6155
4222,H. R. 8205,Wild,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/W000826,Susan Wild, (202) 225-6411
4221,H. R. 8205,Wild,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/W000826,Susan Wild, (202) 225-6411
81,H. R. 8205,Armstrong,Republican,North Dakota,Yea,https://clerk.house.gov/Members/A000377,Kelly Armstrong, (202) 225-2611
82,H. R. 8205,Armstrong,Republican,North Dakota,Nay,https://clerk.house.gov/Members/A000377,Kelly Armstrong, (202) 225-2611
4262,H. R. 8205,Wilson (FL),Democratic,Florida,Yea,https://clerk.house.gov/Members/W000808,Frederica S. Wilson, (202) 225-4506
4212,H. R. 8205,Wexton,Democratic,Virginia,Yea,https://clerk.house.gov/Members/W000825,Jennifer Wexton, (202) 225-5136
42,H. R. 8205,Allen,Republican,Georgia,Nay,https://clerk.house.gov/Members/A000372,Rick W. Allen, (202) 225-2823
4271,H. R. 8205,Wilson (SC),Republican,South Carolina,Yea,https://clerk.house.gov/Members/W000795,Joe Wilson, (202) 225-2452
1,H. R. 8205,Adams,Democratic,North Carolina,Nay,https://clerk.house.gov/Members/A000370,Alma S. Adams, (202) 225-1510
2,H. R. 8205,Adams,Democratic,North Carolina,Yea,https://clerk.house.gov/Members/A000370,Alma S. Adams, (202) 225-1510
4312,H. R. 8205,Zinke,Republican,Montana,Nay,https://clerk.house.gov/Members/Z000018,Ryan K. Zinke, (202) 225-5628
4311,H. R. 8205,Zinke,Republican,Montana,Yea,https://clerk.house.gov/Members/Z000018,Ryan K. Zinke, (202) 225-5628
11,H. R. 8205,Aderholt,Republican,Alabama,Yea,https://clerk.house.gov/Members/A000055,Robert B. Aderholt, (202) 225-4876
12,H. R. 8205,Aderholt,Republican,Alabama,Nay,https://clerk.house.gov/Members/A000055,Robert B. Aderholt, (202) 225-4876
4302,H. R. 8205,Yakym,Republican,Indiana,Nay,https://clerk.house.gov/Members/Y000067,Rudy Yakym III, (202) 225-3915
4301,H. R. 8205,Yakym,Republican,Indiana,Yea,https://clerk.house.gov/Members/Y000067,Rudy Yakym III, (202) 225-3915
21,H. R. 8205,Aguilar,Democratic,California,Nay,https://clerk.house.gov/Members/A000371,Pete Aguilar, (202) 225-3201
4292,H. R. 8205,Womack,Republican,Arkansas,Nay,https://clerk.house.gov/Members/W000809,Steve Womack, (202) 225-4301
4291,H. R. 8205,Womack,Republican,Arkansas,Yea,https://clerk.house.gov/Members/W000809,Steve Womack, (202) 225-4301
22,H. R. 8205,Aguilar,Democratic,California,Yea,https://clerk.house.gov/Members/A000371,Pete Aguilar, (202) 225-3201
4282,H. R. 8205,Wittman,Republican,Virginia,Nay,https://clerk.house.gov/Members/W000804,Robert J. Wittman, (202) 225-4261
4281,H. R. 8205,Wittman,Republican,Virginia,Yea,https://clerk.house.gov/Members/W000804,Robert J. Wittman, (202) 225-4261
31,H. R. 8205,Alford,Republican,Missouri,Yea,https://clerk.house.gov/Members/A000379,Mark Alford, (202) 225-2876
32,H. R. 8205,Alford,Republican,Missouri,Nay,https://clerk.house.gov/Members/A000379,Mark Alford, (202) 225-2876
4272,H. R. 8205,Wilson (SC),Republican,South Carolina,Nay,https://clerk.house.gov/Members/W000795,Joe Wilson, (202) 225-2452
41,H. R. 8205,Allen,Republican,Georgia,Yea,https://clerk.house.gov/Members/A000372,Rick W. Allen, (202) 225-2823
3872,H. R. 8205,Thanedar,Democratic,Michigan,Yea,https://clerk.house.gov/Members/T000488,Shri Thanedar, (202) 225-5802
4211,H. R. 8205,Wexton,Democratic,Virginia,Nay,https://clerk.house.gov/Members/W000825,Jennifer Wexton, (202) 225-5136
92,H. R. 8205,Arrington,Republican,Texas,Nay,https://clerk.house.gov/Members/A000375,Jodey C. Arrington, (202) 225-4005
142,H. R. 8205,Balderson,Republican,Ohio,Nay,https://clerk.house.gov/Members/B001306,Troy Balderson, (202) 225-5355
4142,H. R. 8205,Wasserman Schultz,Democratic,Florida,Yea,https://clerk.house.gov/Members/W000797,Debbie Wasserman Schultz, (202) 225-7931
4141,H. R. 8205,Wasserman Schultz,Democratic,Florida,Nay,https://clerk.house.gov/Members/W000797,Debbie Wasserman Schultz, (202) 225-7931
151,H. R. 8205,Balint,Democratic,Vermont,Nay,https://clerk.house.gov/Members/B001318,Becca Balint, (202) 225-4115
152,H. R. 8205,Balint,Democratic,Vermont,Yea,https://clerk.house.gov/Members/B001318,Becca Balint, (202) 225-4115
4132,H. R. 8205,Waltz,Republican,Florida,Nay,https://clerk.house.gov/Members/W000823,Michael Waltz, (202) 225-2706
4131,H. R. 8205,Waltz,Republican,Florida,Yea,https://clerk.house.gov/Members/W000823,Michael Waltz, (202) 225-2706
161,H. R. 8205,Banks,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001299,Jim Banks, (202) 225-4436
162,H. R. 8205,Banks,Republican,Indiana,Nay,https://clerk.house.gov/Members/B001299,Jim Banks, (202) 225-4436
4122,H. R. 8205,Walberg,Republican,Michigan,Nay,https://clerk.house.gov/Members/W000798,Tim Walberg, (202) 225-6276
4121,H. R. 8205,Walberg,Republican,Michigan,Yea,https://clerk.house.gov/Members/W000798,Tim Walberg, (202) 225-6276
171,H. R. 8205,Barr,Republican,Kentucky,Yea,https://clerk.house.gov/Members/B001282,Andy Barr, (202) 225-4706
4112,H. R. 8205,Wagner,Republican,Missouri,Nay,https://clerk.house.gov/Members/W000812,Ann Wagner, (202) 225-1621
4111,H. R. 8205,Wagner,Republican,Missouri,Yea,https://clerk.house.gov/Members/W000812,Ann Wagner, (202) 225-1621
172,H. R. 8205,Barr,Republican,Kentucky,Nay,https://clerk.house.gov/Members/B001282,Andy Barr, (202) 225-4706
4102,H. R. 8205,Velázquez,Democratic,New York,Yea,https://clerk.house.gov/Members/V000081,Nydia M. Velázquez, (202) 225-2361
4101,H. R. 8205,Velázquez,Democratic,New York,Nay,https://clerk.house.gov/Members/V000081,Nydia M. Velázquez, (202) 225-2361
141,H. R. 8205,Balderson,Republican,Ohio,Yea,https://clerk.house.gov/Members/B001306,Troy Balderson, (202) 225-5355
91,H. R. 8205,Arrington,Republican,Texas,Yea,https://clerk.house.gov/Members/A000375,Jodey C. Arrington, (202) 225-4005
4151,H. R. 8205,Waters,Democratic,California,Nay,https://clerk.house.gov/Members/W000187,Maxine Waters, (202) 225-2201
132,H. R. 8205,Baird,Republican,Indiana,Nay,https://clerk.house.gov/Members/B001307,James R. Baird, (202) 225-5037
4202,H. R. 8205,Westerman,Republican,Arkansas,Nay,https://clerk.house.gov/Members/W000821,Bruce Westerman, (202) 225-3772
4201,H. R. 8205,Westerman,Republican,Arkansas,Yea,https://clerk.house.gov/Members/W000821,Bruce Westerman, (202) 225-3772
101,H. R. 8205,Auchincloss,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/A000148,Jake Auchincloss, (202) 225-5931
102,H. R. 8205,Auchincloss,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/A000148,Jake Auchincloss, (202) 225-5931
4192,H. R. 8205,Wenstrup,Republican,Ohio,Nay,https://clerk.house.gov/Members/W000815,Brad R. Wenstrup, (202) 225-3164
4191,H. R. 8205,Wenstrup,Republican,Ohio,Yea,https://clerk.house.gov/Members/W000815,Brad R. Wenstrup, (202) 225-3164
111,H. R. 8205,Babin,Republican,Texas,Yea,https://clerk.house.gov/Members/B001291,Brian Babin, (202) 225-1555
112,H. R. 8205,Babin,Republican,Texas,Nay,https://clerk.house.gov/Members/B001291,Brian Babin, (202) 225-1555
4182,H. R. 8205,Webster (FL),Republican,Florida,Nay,https://clerk.house.gov/Members/W000806,Daniel Webster, (202) 225-1002
4181,H. R. 8205,Webster (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/W000806,Daniel Webster, (202) 225-1002
121,H. R. 8205,Bacon,Republican,Nebraska,Yea,https://clerk.house.gov/Members/B001298,Don Bacon, (202) 225-4155
4172,H. R. 8205,Weber (TX),Republican,Texas,Nay,https://clerk.house.gov/Members/W000814,"Randy K. Weber, Sr.", (202) 225-2831
4171,H. R. 8205,Weber (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/W000814,"Randy K. Weber, Sr.", (202) 225-2831
122,H. R. 8205,Bacon,Republican,Nebraska,Nay,https://clerk.house.gov/Members/B001298,Don Bacon, (202) 225-4155
4162,H. R. 8205,Watson Coleman,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/W000822,Bonnie Watson Coleman, (202) 225-5801
4161,H. R. 8205,Watson Coleman,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/W000822,Bonnie Watson Coleman, (202) 225-5801
131,H. R. 8205,Baird,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001307,James R. Baird, (202) 225-5037
4152,H. R. 8205,Waters,Democratic,California,Yea,https://clerk.house.gov/Members/W000187,Maxine Waters, (202) 225-2201
751,H. R. 8205,Cohen,Democratic,Tennessee,Nay,https://clerk.house.gov/Members/C001068,Steve Cohen, (202) 225-3265
3871,H. R. 8205,Thanedar,Democratic,Michigan,Nay,https://clerk.house.gov/Members/T000488,Shri Thanedar, (202) 225-5802
3862,H. R. 8205,Tenney,Republican,New York,Nay,https://clerk.house.gov/Members/T000478,Claudia Tenney, (202) 225-3665
621,H. R. 8205,Castor (FL),Democratic,Florida,Nay,https://clerk.house.gov/Members/C001066,Kathy Castor, (202) 225-3376
3572,H. R. 8205,Sessions,Republican,Texas,Nay,https://clerk.house.gov/Members/S000250,Pete Sessions, (202) 225-6105
3571,H. R. 8205,Sessions,Republican,Texas,Yea,https://clerk.house.gov/Members/S000250,Pete Sessions, (202) 225-6105
622,H. R. 8205,Castor (FL),Democratic,Florida,Yea,https://clerk.house.gov/Members/C001066,Kathy Castor, (202) 225-3376
3562,H. R. 8205,Self,Republican,Texas,Nay,https://clerk.house.gov/Members/S001224,Keith Self, (202) 225-4201
3561,H. R. 8205,Self,Republican,Texas,Yea,https://clerk.house.gov/Members/S001224,Keith Self, (202) 225-4201
631,H. R. 8205,Castro (TX),Democratic,Texas,Nay,https://clerk.house.gov/Members/C001091,Joaquin Castro, (202) 225-3236
3581,H. R. 8205,Sewell,Democratic,Alabama,Nay,https://clerk.house.gov/Members/S001185,Terri A. Sewell, (202) 225-2665
632,H. R. 8205,Castro (TX),Democratic,Texas,Yea,https://clerk.house.gov/Members/C001091,Joaquin Castro, (202) 225-3236
3551,H. R. 8205,"Scott, David",Democratic,Georgia,Nay,https://clerk.house.gov/Members/S001157,David Scott, (202) 225-2939
641,H. R. 8205,Chavez-DeRemer,Republican,Oregon,Yea,https://clerk.house.gov/Members/C001135,Lori Chavez-DeRemer, (202) 225-5711
642,H. R. 8205,Chavez-DeRemer,Republican,Oregon,Nay,https://clerk.house.gov/Members/C001135,Lori Chavez-DeRemer, (202) 225-5711
3542,H. R. 8205,"Scott, Austin",Republican,Georgia,Nay,https://clerk.house.gov/Members/S001189,Austin Scott, (202) 225-6531
3541,H. R. 8205,"Scott, Austin",Republican,Georgia,Yea,https://clerk.house.gov/Members/S001189,Austin Scott, (202) 225-6531
651,H. R. 8205,Cherfilus-McCormick,Democratic,Florida,Nay,https://clerk.house.gov/Members/C001127,Sheila Cherfilus-McCormick, (202) 225-1313
652,H. R. 8205,Cherfilus-McCormick,Democratic,Florida,Yea,https://clerk.house.gov/Members/C001127,Sheila Cherfilus-McCormick, (202) 225-1313
3552,H. R. 8205,"Scott, David",Democratic,Georgia,Yea,https://clerk.house.gov/Members/S001157,David Scott, (202) 225-2939
3582,H. R. 8205,Sewell,Democratic,Alabama,Yea,https://clerk.house.gov/Members/S001185,Terri A. Sewell, (202) 225-2665
612,H. R. 8205,Casten,Democratic,Illinois,Yea,https://clerk.house.gov/Members/C001117,Sean Casten, (202) 225-4561
611,H. R. 8205,Casten,Democratic,Illinois,Nay,https://clerk.house.gov/Members/C001117,Sean Casten, (202) 225-4561
3632,H. R. 8205,Smith (MO),Republican,Missouri,Nay,https://clerk.house.gov/Members/S001195,Jason Smith, (202) 225-4404
3631,H. R. 8205,Smith (MO),Republican,Missouri,Yea,https://clerk.house.gov/Members/S001195,Jason Smith, (202) 225-4404
572,H. R. 8205,Carter (TX),Republican,Texas,Nay,https://clerk.house.gov/Members/C001051,John R. Carter, (202) 225-3864
3622,H. R. 8205,Slotkin,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001208,Elissa Slotkin, (202) 225-4872
3621,H. R. 8205,Slotkin,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001208,Elissa Slotkin, (202) 225-4872
581,H. R. 8205,Cartwright,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/C001090,Matt Cartwright, (202) 225-5546
582,H. R. 8205,Cartwright,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/C001090,Matt Cartwright, (202) 225-5546
3612,H. R. 8205,Simpson,Republican,Idaho,Nay,https://clerk.house.gov/Members/S001148,Michael K. Simpson, (202) 225-5531
3611,H. R. 8205,Simpson,Republican,Idaho,Yea,https://clerk.house.gov/Members/S001148,Michael K. Simpson, (202) 225-5531
591,H. R. 8205,Casar,Democratic,Texas,Nay,https://clerk.house.gov/Members/C001131,Greg Casar, (202) 225-5645
592,H. R. 8205,Casar,Democratic,Texas,Yea,https://clerk.house.gov/Members/C001131,Greg Casar, (202) 225-5645
3602,H. R. 8205,Sherrill,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/S001207,Mikie Sherrill, (202) 225-5034
3601,H. R. 8205,Sherrill,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/S001207,Mikie Sherrill, (202) 225-5034
601,H. R. 8205,Case,Democratic,Hawaii,Nay,https://clerk.house.gov/Members/C001055,Ed Case, (202) 225-2726
602,H. R. 8205,Case,Democratic,Hawaii,Yea,https://clerk.house.gov/Members/C001055,Ed Case, (202) 225-2726
3592,H. R. 8205,Sherman,Democratic,California,Yea,https://clerk.house.gov/Members/S000344,Brad Sherman, (202) 225-5911
3591,H. R. 8205,Sherman,Democratic,California,Nay,https://clerk.house.gov/Members/S000344,Brad Sherman, (202) 225-5911
3532,H. R. 8205,Scott (VA),Democratic,Virginia,Yea,https://clerk.house.gov/Members/S000185,"Robert C. ""Bobby"" Scott", (202) 225-8351
3531,H. R. 8205,Scott (VA),Democratic,Virginia,Nay,https://clerk.house.gov/Members/S000185,"Robert C. ""Bobby"" Scott", (202) 225-8351
2742,H. R. 8205,Miller (OH),Republican,Ohio,Nay,https://clerk.house.gov/Members/M001222,Max L. Miller, (202) 225-3876
661,H. R. 8205,Chu,Democratic,California,Nay,https://clerk.house.gov/Members/C001080,Judy Chu, (202) 225-5464
711,H. R. 8205,Cline,Republican,Virginia,Yea,https://clerk.house.gov/Members/C001118,Ben Cline, (202) 225-5431
712,H. R. 8205,Cline,Republican,Virginia,Nay,https://clerk.house.gov/Members/C001118,Ben Cline, (202) 225-5431
3462,H. R. 8205,Scanlon,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/S001205,Mary Gay Scanlon, (202) 225-2011
3461,H. R. 8205,Scanlon,Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/S001205,Mary Gay Scanlon, (202) 225-2011
721,H. R. 8205,Cloud,Republican,Texas,Yea,https://clerk.house.gov/Members/C001115,Michael Cloud, (202) 225-7742
3452,H. R. 8205,Scalise,Republican,Louisiana,Nay,https://clerk.house.gov/Members/S001176,Steve Scalise, (202) 225-3015
3451,H. R. 8205,Scalise,Republican,Louisiana,Yea,https://clerk.house.gov/Members/S001176,Steve Scalise, (202) 225-3015
722,H. R. 8205,Cloud,Republican,Texas,Nay,https://clerk.house.gov/Members/C001115,Michael Cloud, (202) 225-7742
3442,H. R. 8205,Sarbanes,Democratic,Maryland,Yea,https://clerk.house.gov/Members/S001168,John P. Sarbanes, (202) 225-4016
3441,H. R. 8205,Sarbanes,Democratic,Maryland,Nay,https://clerk.house.gov/Members/S001168,John P. Sarbanes, (202) 225-4016
731,H. R. 8205,Clyburn,Democratic,South Carolina,Nay,https://clerk.house.gov/Members/C000537,James E. Clyburn, (202) 225-3315
732,H. R. 8205,Clyburn,Democratic,South Carolina,Yea,https://clerk.house.gov/Members/C000537,James E. Clyburn, (202) 225-3315
3432,H. R. 8205,Sánchez,Democratic,California,Yea,https://clerk.house.gov/Members/S001156,Linda T. Sánchez, (202) 225-6676
3431,H. R. 8205,Sánchez,Democratic,California,Nay,https://clerk.house.gov/Members/S001156,Linda T. Sánchez, (202) 225-6676
741,H. R. 8205,Clyde,Republican,Georgia,Yea,https://clerk.house.gov/Members/C001116,Andrew S. Clyde, (202) 225-9893
742,H. R. 8205,Clyde,Republican,Georgia,Nay,https://clerk.house.gov/Members/C001116,Andrew S. Clyde, (202) 225-9893
3422,H. R. 8205,Salinas,Democratic,Oregon,Yea,https://clerk.house.gov/Members/S001226,Andrea Salinas, (202) 225-5643
3471,H. R. 8205,Schakowsky,Democratic,Illinois,Nay,https://clerk.house.gov/Members/S001145,Janice D. Schakowsky, (202) 225-2111
571,H. R. 8205,Carter (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/C001051,John R. Carter, (202) 225-3864
3472,H. R. 8205,Schakowsky,Democratic,Illinois,Yea,https://clerk.house.gov/Members/S001145,Janice D. Schakowsky, (202) 225-2111
701,H. R. 8205,Cleaver,Democratic,Missouri,Nay,https://clerk.house.gov/Members/C001061,Emanuel Cleaver, (202) 225-4535
662,H. R. 8205,Chu,Democratic,California,Yea,https://clerk.house.gov/Members/C001080,Judy Chu, (202) 225-5464
3522,H. R. 8205,Schweikert,Republican,Arizona,Nay,https://clerk.house.gov/Members/S001183,David Schweikert, (202) 225-2190
3521,H. R. 8205,Schweikert,Republican,Arizona,Yea,https://clerk.house.gov/Members/S001183,David Schweikert, (202) 225-2190
671,H. R. 8205,Ciscomani,Republican,Arizona,Yea,https://clerk.house.gov/Members/C001133,Juan Ciscomani, (202) 225-2542
3512,H. R. 8205,Schrier,Democratic,Washington,Yea,https://clerk.house.gov/Members/S001216,Kim Schrier, (202) 225-7761
3511,H. R. 8205,Schrier,Democratic,Washington,Yea,https://clerk.house.gov/Members/S001216,Kim Schrier, (202) 225-7761
672,H. R. 8205,Ciscomani,Republican,Arizona,Nay,https://clerk.house.gov/Members/C001133,Juan Ciscomani, (202) 225-2542
3502,H. R. 8205,Scholten,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001221,Hillary J. Scholten, (202) 225-3831
3501,H. R. 8205,Scholten,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001221,Hillary J. Scholten, (202) 225-3831
681,H. R. 8205,Clark (MA),Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/C001101,Katherine M. Clark, (202) 225-2836
682,H. R. 8205,Clark (MA),Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/C001101,Katherine M. Clark, (202) 225-2836
3492,H. R. 8205,Schneider,Democratic,Illinois,Yea,https://clerk.house.gov/Members/S001190,Bradley Scott Schneider, (202) 225-4835
3491,H. R. 8205,Schneider,Democratic,Illinois,Nay,https://clerk.house.gov/Members/S001190,Bradley Scott Schneider, (202) 225-4835
691,H. R. 8205,Clarke (NY),Democratic,New York,Nay,https://clerk.house.gov/Members/C001067,Yvette D. Clarke, (202) 225-6231
692,H. R. 8205,Clarke (NY),Democratic,New York,Yea,https://clerk.house.gov/Members/C001067,Yvette D. Clarke, (202) 225-6231
3482,H. R. 8205,Schiff,Democratic,California,Yea,https://clerk.house.gov/Members/S001150,Adam B. Schiff, (202) 225-4176
3481,H. R. 8205,Schiff,Democratic,California,Nay,https://clerk.house.gov/Members/S001150,Adam B. Schiff, (202) 225-4176
702,H. R. 8205,Cleaver,Democratic,Missouri,Yea,https://clerk.house.gov/Members/C001061,Emanuel Cleaver, (202) 225-4535
3641,H. R. 8205,Smith (NE),Republican,Nebraska,Yea,https://clerk.house.gov/Members/S001172,Adrian Smith, (202) 225-6435
3642,H. R. 8205,Smith (NE),Republican,Nebraska,Nay,https://clerk.house.gov/Members/S001172,Adrian Smith, (202) 225-6435
562,H. R. 8205,Carter (LA),Democratic,Louisiana,Yea,https://clerk.house.gov/Members/C001125,Troy A. Carter, (202) 225-6636
3802,H. R. 8205,Strickland,Democratic,Washington,Yea,https://clerk.house.gov/Members/S001159,Marilyn Strickland, (202) 225-9740
3801,H. R. 8205,Strickland,Democratic,Washington,Nay,https://clerk.house.gov/Members/S001159,Marilyn Strickland, (202) 225-9740
431,H. R. 8205,Burchett,Republican,Tennessee,Yea,https://clerk.house.gov/Members/B001309,Tim Burchett, (202) 225-5435
432,H. R. 8205,Burchett,Republican,Tennessee,Nay,https://clerk.house.gov/Members/B001309,Tim Burchett, (202) 225-5435
3792,H. R. 8205,Stevens,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001215,Haley M. Stevens, (202) 225-8171
3791,H. R. 8205,Stevens,Democratic,Michigan,Nay,https://clerk.house.gov/Members/S001215,Haley M. Stevens, (202) 225-8171
441,H. R. 8205,Burgess,Republican,Texas,Yea,https://clerk.house.gov/Members/B001248,Michael C. Burgess, (202) 225-7772
442,H. R. 8205,Burgess,Republican,Texas,Nay,https://clerk.house.gov/Members/B001248,Michael C. Burgess, (202) 225-7772
3782,H. R. 8205,Steube,Republican,Florida,Not Voting,https://clerk.house.gov/Members/S001214,W. Gregory Steube, (202) 225-5792
3781,H. R. 8205,Steube,Republican,Florida,Not Voting,https://clerk.house.gov/Members/S001214,W. Gregory Steube, (202) 225-5792
451,H. R. 8205,Burlison,Republican,Missouri,Yea,https://clerk.house.gov/Members/B001316,Eric Burlison, (202) 225-6536
452,H. R. 8205,Burlison,Republican,Missouri,Nay,https://clerk.house.gov/Members/B001316,Eric Burlison, (202) 225-6536
3772,H. R. 8205,Steil,Republican,Wisconsin,Nay,https://clerk.house.gov/Members/S001213,Bryan Steil, (202) 225-3031
3771,H. R. 8205,Steil,Republican,Wisconsin,Yea,https://clerk.house.gov/Members/S001213,Bryan Steil, (202) 225-3031
461,H. R. 8205,Bush,Democratic,Missouri,Nay,https://clerk.house.gov/Members/B001224,Cori Bush, (202) 225-2406
462,H. R. 8205,Bush,Democratic,Missouri,Yea,https://clerk.house.gov/Members/B001224,Cori Bush, (202) 225-2406
3762,H. R. 8205,Stefanik,Republican,New York,Nay,https://clerk.house.gov/Members/S001196,Elise M. Stefanik, (202) 225-4611
422,H. R. 8205,Budzinski,Democratic,Illinois,Yea,https://clerk.house.gov/Members/B001315,Nikki Budzinski, (202) 225-2371
3761,H. R. 8205,Stefanik,Republican,New York,Yea,https://clerk.house.gov/Members/S001196,Elise M. Stefanik, (202) 225-4611
3811,H. R. 8205,Strong,Republican,Alabama,Yea,https://clerk.house.gov/Members/S001220,Dale W. Strong, (202) 225-4801
421,H. R. 8205,Budzinski,Democratic,Illinois,Yea,https://clerk.house.gov/Members/B001315,Nikki Budzinski, (202) 225-2371
3861,H. R. 8205,Tenney,Republican,New York,Yea,https://clerk.house.gov/Members/T000478,Claudia Tenney, (202) 225-3665
381,H. R. 8205,Brown,Democratic,Ohio,Nay,https://clerk.house.gov/Members/B001313,Shontel M. Brown, (202) 225-7032
382,H. R. 8205,Brown,Democratic,Ohio,Yea,https://clerk.house.gov/Members/B001313,Shontel M. Brown, (202) 225-7032
3852,H. R. 8205,Takano,Democratic,California,Yea,https://clerk.house.gov/Members/T000472,Mark Takano, (202) 225-2305
3851,H. R. 8205,Takano,Democratic,California,Nay,https://clerk.house.gov/Members/T000472,Mark Takano, (202) 225-2305
391,H. R. 8205,Brownley,Democratic,California,Nay,https://clerk.house.gov/Members/B001285,Julia Brownley, (202) 225-5811
392,H. R. 8205,Brownley,Democratic,California,Yea,https://clerk.house.gov/Members/B001285,Julia Brownley, (202) 225-5811
3842,H. R. 8205,Sykes,Democratic,Ohio,Yea,https://clerk.house.gov/Members/S001223,Emilia Strong Sykes, (202) 225-6265
3841,H. R. 8205,Sykes,Democratic,Ohio,Nay,https://clerk.house.gov/Members/S001223,Emilia Strong Sykes, (202) 225-6265
401,H. R. 8205,Buchanan,Republican,Florida,Yea,https://clerk.house.gov/Members/B001260,Vern Buchanan, (202) 225-5015
402,H. R. 8205,Buchanan,Republican,Florida,Nay,https://clerk.house.gov/Members/B001260,Vern Buchanan, (202) 225-5015
3832,H. R. 8205,Swalwell,Democratic,California,Yea,https://clerk.house.gov/Members/S001193,Eric Swalwell, (202) 225-5065
3831,H. R. 8205,Swalwell,Democratic,California,Nay,https://clerk.house.gov/Members/S001193,Eric Swalwell, (202) 225-5065
411,H. R. 8205,Bucshon,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001275,Larry Bucshon, (202) 225-4636
